 4.00125692e+00 4.12530632e+00 4.22115048e+00 3.02074486e+00 2.89152777e+00
 4.44958738e+00 4.03401457e+00 3.79719054e+00 3.46596627e+00 3.21474824e+00
 4.88773776e+00 3.98591214e+00 3.38835963e+00 3.90245238e+00 3.55306341e+00
 5.31229678e+00 3.97935435e+00 2.99711198e+00 4.32618118e+00 3.89675258e+00
 5.72268310e+00 4.00865154e+00 2.62652975e+00 4.73451083e+00 4.23965318e+00
 6.11553140e+00 4.06993487e+00 2.28344479e+00 5.12573865e+00 4.57573218e+00
 6.48843263e+00 4.15412548e+00 1.97185334e+00 5.49875699e+00 4.90006243e+00
 6.83973741e+00 4.25559556e+00 1.69670556e+00 5.84912138e+00 5.20795616e+00
 7.16753786e+00 4.36734382e+00 1.46716781e+00 6.17712453e+00 5.49789574e+00
 7.47071843e+00 4.48165685e+00 1.28920284e+00 6.48017657e+00 5.76681642e+00
 7.74779190e+00 4.59261939e+00 1.16877216e+00 6.75726652e+00 6.01238692e+00
 7.99782310e+00 4.69681266e+00 1.10501163e+00 7.00675097e+00 6.23238372e+00
 8.21883510e+00 4.78948802e+00 1.09021356e+00 7.22745141e+00 6.42545487e+00
 8.41019889e+00 4.86669741e+00 1.10869263e+00 7.41931736e+00 6.59077842e+00
 8.57194553e+00 4.92493447e+00 1.14605656e+00 7.58127676e+00 6.72659478e+00
 8.70360300e+00 4.96382211e+00 1.18817097e+00 7.71378878e+00 6.83427297e+00
 8.80534424e+00 4.97941827e+00 1.22688015e+00 7.81517584e+00 6.91096416e+00
 8.87550029e+00 4.97222725e+00 1.25507899e+00 7.88719640e+00 6.95845468e+00
 8.91636204e+00 4.94112592e+00 1.26965395e+00 7.92952876e+00 6.97586921e+00
 8.92842948e+00 4.88555758e+00 1.26993935e+00 7.94232664e+00 6.96292967e+00
 8.91096863e+00 4.80420869e+00 1.25635798e+00 7.92552556e+00 6.92099516e+00
 8.86494983e+00 4.69889798e+00 1.23261686e+00 7.88212216e+00 6.85091431e+00
 8.79304902e+00 4.56936576e+00 1.20288199e+00 7.81222754e+00 6.75356499e+00
 8.69568023e+00 4.41647978e+00 1.17410144e+00 7.71638064e+00 6.62994804e+00
 8.57340000e+00 4.24132532e+00 1.15599760e+00 7.59726320e+00 6.48025208e+00
 8.42920721e+00 4.04444526e+00 1.15803093e+00 7.45665673e+00 6.30776153e+00
 8.26364514e+00 3.82910945e+00 1.19199013e+00 7.29486346e+00 6.11254032e+00
 8.07990738e+00 3.59557155e+00 1.26638851e+00 7.11588181e+00 5.89790853e+00
 7.87900809e+00 3.34698023e+00 1.38229481e+00 6.92118092e+00 5.66406284e+00
 7.66362847e+00 3.08516796e+00 1.54021235e+00 6.71187917e+00 5.41466865e+00
 7.43656736e+00 2.81269960e+00 1.73480990e+00 6.49268989e+00 5.15043900e+00
 7.19971693e+00 2.53340552e+00 1.96073494e+00 6.26526861e+00 4.87439875e+00
 6.95628670e+00 2.25247822e+00 2.21180872e+00 6.03201583e+00 4.59002597e+00
 6.70810661e+00 1.97587922e+00 2.48396958e+00 5.79663570e+00 4.29783065e+00
 6.45772062e+00 1.71094686e+00 2.77067645e+00 5.56085190e+00 4.00275712e+00
 6.20885627e+00 1.47102703e+00 3.07013437e+00 5.32928739e+00 3.70741004e+00
 5.96328180e+00 1.27441793e+00 3.37717347e+00 5.10540029e+00 3.41395415e+00
 5.72421456e+00 1.14831375e+00 3.69059123e+00 4.89048918e+00 3.12679971e+00
 5.49461214e+00 1.11692562e+00 4.00563427e+00 4.68831377e+00 2.85025127e+00
 5.27558867e+00 1.18544438e+00 4.32048191e+00 4.50178501e+00 2.58867612e+00
 5.07096927e+00 1.33442351e+00 4.63344076e+00 4.33453936e+00 2.34739228e+00
 4.88295820e+00 1.53678886e+00 4.94027218e+00 4.18655581e+00 2.13196292e+00
 4.71242118e+00 1.76891880e+00 5.24058619e+00 4.06072561e+00 1.95029354e+00
 4.55932943e+00 2.01501659e+00 5.53135436e+00 3.95751375e+00 1.80659430e+00
 4.42675364e+00 2.26336880e+00 5.81157085e+00 3.87640571e+00 1.70679260e+00
 4.31338820e+00 2.50965773e+00 6.07944433e+00 3.81746566e+00 1.65304195e+00
 4.21975247e+00 2.74777090e+00 6.33183304e+00 3.77807874e+00 1.64237351e+00
 4.14291243e+00 2.97445452e+00 6.56944154e+00 3.75620018e+00 1.66763502e+00
 4.08321749e+00 3.18711014e+00 6.79032640e+00 3.74832909e+00 1.72137588e+00
 4.03729058e+00 3.38425254e+00 6.99244672e+00 3.75300915e+00 1.79383695e+00
 4.00410587e+00 3.56342844e+00 7.17599893e+00 3.76509064e+00 1.87546852e+00
 3.97998230e+00 3.72480164e+00 7.33978278e+00 3.78334023e+00 1.95968682e+00
 3.96383107e+00 3.86560716e+00 7.48226674e+00 3.80389532e+00 2.04080867e+00
 3.95330899e+00 3.98619200e+00 7.60415732e+00 3.82463746e+00 2.11429148e+00
 3.94627397e+00 4.08702667e+00 7.70412572e+00 3.84314464e+00 2.17619847e+00
 3.94045372e+00 4.16540616e+00 7.78327175e+00 3.85719577e+00 2.22659236e+00
 3.93585243e+00 4.22326986e+00 7.83998655e+00 3.86672954e+00 2.26142478e+00
 3.92950418e+00 4.26008500e+00 7.87414383e+00 3.86996563e+00 2.28122779e+00
 3.92295887e+00 4.27532230e+00 7.88824661e+00 3.86631191e+00 2.28411393e+00
 3.91400408e+00 4.27018173e+00 7.87998352e+00 3.85540795e+00 2.27142402e+00
 3.90372801e+00 4.24560528e+00 7.85087036e+00 3.83839784e+00 2.24361721e+00
 3.89251994e+00 4.20101254e+00 7.80280213e+00 3.81354584e+00 2.19970400e+00
 3.88098878e+00 4.13771823e+00 7.73465893e+00 3.78413277e+00 2.14200396e+00
 3.86941506e+00 4.05674585e+00 7.64710923e+00 3.75036092e+00 2.07081752e+00
 3.86067190e+00 3.95949072e+00 7.54247632e+00 3.71347377e+00 1.98898662e+00
 3.85433904e+00 3.84634960e+00 7.42124683e+00 3.67468692e+00 1.89809887e+00
 3.85191400e+00 3.72061961e+00 7.28426859e+00 3.63617206e+00 1.80034812e+00
 3.85629280e+00 3.58145711e+00 7.13314426e+00 3.59984011e+00 1.69901311e+00
 3.86724274e+00 3.43238027e+00 6.96837291e+00 3.56656183e+00 1.59959085e+00
 3.88742204e+00 3.27517352e+00 6.79246470e+00 3.54066492e+00 1.50649953e+00
 3.91661439e+00 3.11044826e+00 6.60554897e+00 3.52164838e+00 1.42512909e+00
 3.95700522e+00 2.94206227e+00 6.40883878e+00 3.51204544e+00 1.36334535e+00
 4.00753569e+00 2.77155211e+00 6.20486453e+00 3.51329818e+00 1.32765731e+00
 4.06933688e+00 2.60226052e+00 5.99524168e+00 3.52546154e+00 1.32336337e+00
 4.14149146e+00 2.43821158e+00 5.78076481e+00 3.55157101e+00 1.35349513e+00
 4.22429486e+00 2.28149339e+00 5.56241263e+00 3.58879170e+00 1.41882926e+00
 4.31653811e+00 2.13828341e+00 5.34244453e+00 3.63942803e+00 1.51392678e+00
 4.41692882e+00 2.01057227e+00 5.12247066e+00 3.70009285e+00 1.63356999e+00
 4.52457785e+00 1.90531806e+00 4.90293588e+00 3.77277453e+00 1.77309602e+00
 4.63767166e+00 1.82611454e+00 4.68624321e+00 3.85303939e+00 1.92755876e+00
 4.75511808e+00 1.77542888e+00 4.47361064e+00 3.94214275e+00 2.09038583e+00
 4.87393191e+00 1.75615626e+00 4.26579889e+00 4.03551268e+00 2.25831325e+00
