24 	1.8161e-07 	1.50907e-07 	1.46e-07 	1.424e-06 	
32 	2.3075e-07 	1.04475e-07 	2.14e-07 	1.264e-06 	
48 	4.1905e-07 	1.4122e-07 	4e-07 	1.79e-06 	
64 	1.64267e-06 	1.8196e-07 	1.596e-06 	3.439e-06 	
96 	3.79704e-06 	1.99765e-06 	3.53e-06 	2.3637e-05 	
128 	7.74806e-06 	8.85517e-07 	7.434e-06 	1.4756e-05 	
192 	2.39488e-05 	8.14102e-06 	2.2726e-05 	0.000104241 	
256 	4.4053e-05 	1.14592e-05 	4.2364e-05 	0.000157833 	
384 	0.000101068 	2.43569e-05 	9.6241e-05 	0.000341301 	
512 	0.000234139 	8.33608e-05 	0.000192787 	0.000642332 	
768 	0.000920094 	0.000120823 	0.000838648 	0.00171338 	
1024 	0.00165082 	0.000203211 	0.00150505 	0.00311113 	
1536 	0.00366814 	0.000351348 	0.00341319 	0.00659141 	
2048 	0.00669948 	0.00109935 	0.00609113 	0.0164564 	
3072 	0.0148886 	0.00136005 	0.0141846 	0.0262544 	
4096 	0.0262934 	0.00237414 	0.0256142 	0.0469923 	
