24 	4.1012e-07 	1.24923e-07 	3.56e-07 	1.261e-06 	
32 	6.0935e-07 	5.86835e-08 	5.87e-07 	1.085e-06 	
48 	2.27546e-06 	9.17214e-07 	2.136e-06 	1.1362e-05 	
64 	3.71167e-06 	5.63786e-08 	3.665e-06 	4.236e-06 	
96 	7.57731e-06 	9.85377e-07 	7.19e-06 	1.4215e-05 	
128 	2.2562e-05 	5.60821e-06 	2.0411e-05 	7.7947e-05 	
192 	5.97328e-05 	1.27076e-05 	5.7926e-05 	0.000186031 	
256 	9.02695e-05 	7.50912e-06 	8.6977e-05 	0.00012449 	
384 	0.000273831 	5.69791e-05 	0.000227374 	0.000607168 	
512 	0.000857463 	0.000406476 	0.000663681 	0.00289892 	
768 	0.0024743 	0.00118248 	0.00168699 	0.0064276 	
1024 	0.00430707 	0.00170058 	0.00298237 	0.010372 	
1536 	0.00938976 	0.00368116 	0.00667577 	0.0222204 	
2048 	0.0153052 	0.00465328 	0.0125581 	0.0319349 	
3072 	0.0384761 	0.0187216 	0.0283391 	0.122728 	
4096 	0.0630561 	0.0253573 	0.0508 	0.177558 	
